batch,exp_id,status,architecture,labeling_method,sample_weight,cv_method,calibration,feature_set,median_test_auc,median_train_auc,std_test_auc,median_pr_auc,median_brier,pct_signals_055,pct_signals_060,est_trades_per_day,train_test_gap,n_successful_folds,score_auc,score_signal_quality,score_calibration,score_stability,final_score
batch1,batch1_exp_00144,SUCCESS,triple_barrier,triple_barrier,uniqueness_decay,kfold,none,baseline,0.5257060743684361,0.725341459598535,0.012138768836838443,0.5026811947120361,0.25161696210064594,0.21535087719298246,0.06707584392810172,8.699889258028794,0.2035390019074857,5,0.5257060743684361,0.21535087719298246,0.7483830378993541,1.0,0.52456430048514
batch1,batch1_exp_00159,SUCCESS,trend_scanning_adaptive,trend_scanning_adaptive,uniqueness_decay,kfold,none,baseline,0.5436145207626012,0.9025705233929118,0.07252753312337192,0.5570625369639663,0.25479311655652165,0.5399361022364217,0.3961661341853035,8.867512024486228,0.351247693199062,5,0.5436145207626012,0.5399361022364217,0.7452068834434784,0.17869182167165723,0.5463371978318284
batch3,batch3_exp_00012,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.5223551414367075,0.9049792525038438,0.07557200315685958,0.539957104403298,0.29417687279634014,0.20862239841427155,0.166005946481665,3.3133514986376023,0.35511448456484934,9,0.5223551414367075,0.20862239841427155,0.7058231272036599,0.17158711141359803,0.4298521126810563
batch3,batch3_exp_00017,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.5247571490376134,0.9047725836972023,0.07442763220195293,0.5421918268076893,0.29295330338433717,0.21655104063429137,0.17542120911793854,3.653405994550409,0.3526281071372832,9,0.5247571490376134,0.21655104063429137,0.7070466966156628,0.17419039221144028,0.43369655034960936
batch3,batch3_exp_00029,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.5239007526236379,0.904901568484326,0.07343849625572163,0.5411317220605112,0.292293495669722,0.22497522299306244,0.1759167492566898,3.7071899210774024,0.3526780955233032,9,0.5239007526236379,0.22497522299306244,0.7077065043302779,0.17650502760966974,0.43624467157439645
batch3,batch3_exp_00033,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.5247571490376134,0.9047725836972023,0.07442763220195293,0.5421918268076893,0.29295330338433717,0.21655104063429137,0.17542120911793854,3.653405994550409,0.3526281071372832,9,0.5247571490376134,0.21655104063429137,0.7070466966156628,0.17419039221144028,0.43369655034960936
batch3,batch3_exp_00055,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.5247571490376134,0.9047725836972023,0.07372964149758232,0.5421918268076893,0.29295330338433717,0.21655104063429137,0.17542120911793854,3.6185286103542236,0.35240967369775844,9,0.5247571490376134,0.21655104063429137,0.7070466966156628,0.17581736742659893,0.43385924787112523
batch3,batch3_exp_00094,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.5247571490376134,0.9047725836972023,0.07442763220195293,0.5421918268076893,0.29295330338433717,0.21655104063429137,0.17542120911793854,3.653405994550409,0.3526281071372832,9,0.5247571490376134,0.21655104063429137,0.7070466966156628,0.17419039221144028,0.43369655034960936
batch3,batch3_exp_00095,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.5239007526236379,0.904901568484326,0.07481595850872032,0.5411317220605112,0.29236991886530667,0.22497522299306244,0.17542120911793854,3.7187748895807697,0.352506653239861,9,0.5239007526236379,0.22497522299306244,0.7076300811346934,0.17329819599032345,0.4359087037733449
batch3,batch3_exp_00097,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.5247571490376134,0.9047725836972023,0.07442763220195293,0.5421918268076893,0.29295330338433717,0.21655104063429137,0.17542120911793854,3.653405994550409,0.3526281071372832,9,0.5247571490376134,0.21655104063429137,0.7070466966156628,0.17419039221144028,0.43369655034960936
batch3,batch3_exp_00098,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.520911741894538,0.9052210989797008,0.07490268859601484,0.5381057967733701,0.2950371383246165,0.2066402378592666,0.16650148662041625,3.2871934604904633,0.35688036360668324,9,0.520911741894538,0.2066402378592666,0.7049628616753836,0.17310017708026584,0.4286593581586985
batch3,batch3_exp_00099,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.5239007526236379,0.904901568484326,0.07343849625572163,0.5411317220605112,0.292293495669722,0.22497522299306244,0.1759167492566898,3.7071899210774024,0.3526780955233032,9,0.5239007526236379,0.22497522299306244,0.7077065043302779,0.17650502760966974,0.43624467157439645
batch3,batch3_exp_00100,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.5239007526236379,0.904901568484326,0.07481595850872032,0.5411317220605112,0.29236991886530667,0.22497522299306244,0.17542120911793854,3.7187748895807697,0.352506653239861,9,0.5239007526236379,0.22497522299306244,0.7076300811346934,0.17329819599032345,0.4359087037733449
batch3,batch3_exp_00107,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.5239007526236379,0.904901568484326,0.07343849625572163,0.5411317220605112,0.292293495669722,0.22497522299306244,0.1759167492566898,3.7071899210774024,0.3526780955233032,9,0.5239007526236379,0.22497522299306244,0.7077065043302779,0.17650502760966974,0.43624467157439645
batch3,batch3_exp_00109,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.5239007526236379,0.904901568484326,0.07343849625572163,0.5411317220605112,0.292293495669722,0.22497522299306244,0.1759167492566898,3.7071899210774024,0.3526780955233032,9,0.5239007526236379,0.22497522299306244,0.7077065043302779,0.17650502760966974,0.43624467157439645
batch3,batch3_exp_00116,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.5247571490376134,0.9047725836972023,0.07372964149758232,0.5421918268076893,0.29295330338433717,0.21655104063429137,0.17542120911793854,3.6185286103542236,0.35240967369775844,9,0.5247571490376134,0.21655104063429137,0.7070466966156628,0.17581736742659893,0.43385924787112523
batch3,batch3_exp_00133,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.520911741894538,0.9052210989797008,0.07490268859601484,0.5381057967733701,0.2950371383246165,0.2066402378592666,0.16650148662041625,3.2871934604904633,0.35688036360668324,9,0.520911741894538,0.2066402378592666,0.7049628616753836,0.17310017708026584,0.4286593581586985
batch3,batch3_exp_00134,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.520274125692188,0.9066648491537572,0.07465558911121167,0.5383290490878008,0.2949810515013604,0.19722497522299307,0.16253716551040634,3.138964577656676,0.3558778618948081,9,0.520274125692188,0.19722497522299307,0.7050189484986396,0.17366554131942333,0.4256474866754434
batch3,batch3_exp_00153,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.520911741894538,0.9052210989797008,0.07490268859601484,0.5381057967733701,0.2950371383246165,0.2066402378592666,0.16650148662041625,3.2871934604904633,0.35688036360668324,9,0.520911741894538,0.2066402378592666,0.7049628616753836,0.17310017708026584,0.4286593581586985
batch3,batch3_exp_00159,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.5247571490376134,0.9047725836972023,0.07372964149758232,0.5421918268076893,0.29295330338433717,0.21655104063429137,0.17542120911793854,3.6185286103542236,0.35240967369775844,9,0.5247571490376134,0.21655104063429137,0.7070466966156628,0.17581736742659893,0.43385924787112523
batch3,batch3_exp_00180,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.5239007526236379,0.904901568484326,0.07343849625572163,0.5411317220605112,0.292293495669722,0.22497522299306244,0.1759167492566898,3.7071899210774024,0.3526780955233032,9,0.5239007526236379,0.22497522299306244,0.7077065043302779,0.17650502760966974,0.43624467157439645
batch3,batch3_exp_00185,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.5247571490376134,0.9047725836972023,0.07372964149758232,0.5421918268076893,0.29295330338433717,0.21655104063429137,0.17542120911793854,3.6185286103542236,0.35240967369775844,9,0.5247571490376134,0.21655104063429137,0.7070466966156628,0.17581736742659893,0.43385924787112523
batch3,batch3_exp_00191,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.5239007526236379,0.904901568484326,0.07481595850872032,0.5411317220605112,0.29236991886530667,0.22497522299306244,0.17542120911793854,3.7187748895807697,0.352506653239861,9,0.5239007526236379,0.22497522299306244,0.7076300811346934,0.17329819599032345,0.4359087037733449
batch3,batch3_exp_00193,SUCCESS,meta_labeling,trend_scanning,uniqueness_decay,cpcv,isotonic,unknown,0.5247571490376134,0.9047725836972023,0.07372964149758232,0.5421918268076893,0.29295330338433717,0.21655104063429137,0.17542120911793854,3.6185286103542236,0.35240967369775844,9,0.5247571490376134,0.21655104063429137,0.7070466966156628,0.17581736742659893,0.43385924787112523
